freq,unit,hazard,nace_r2,waste,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,T,HAZ_NHAZ,A,W012,MK	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W012,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W012,NL	17 	8 	6 	5 	5 	1 	1 	2 	486 
A,T,HAZ_NHAZ,A,W012,NO	2 	5 	4 	47 	51 	35 	24 	2 	21 
A,T,HAZ_NHAZ,A,W012,PL	3 	3 	0 	233 	45 	0 	0 	14 	7 
A,T,HAZ_NHAZ,A,W012,PT	0 	3 	8 	13 	10 	8 	4 	10 b	8 
A,T,HAZ_NHAZ,A,W012,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W012,RS	: 	: 	: 	0 	: 	: 	0 	0 	0 
A,T,HAZ_NHAZ,A,W012,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W012,SI	0 	0 	0 	2 	2 	1 	0 	0 	0 
A,T,HAZ_NHAZ,A,W012,SK	0 	2 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W012,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W012,UK	0 	0 	1 	0 	1 	1 	3 	1 	: 
A,T,HAZ_NHAZ,A,W012,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,A,W013,AT	8000 	5540 	5540 	4088 	5790 	6280 	6371 	6478 	6635 
A,T,HAZ_NHAZ,A,W013,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W013,BE	14532 	333 	1009 	1007 	1150 	1105 	1104 	1140 	1128 
A,T,HAZ_NHAZ,A,W013,BG	7 	0 	1397 	17 	15 	31 	44 	46 	2552 
A,T,HAZ_NHAZ,A,W013,CY	6151 	242 	677 	690 	662 	555 	594 	534 	545 
A,T,HAZ_NHAZ,A,W013,CZ	1843 	1587 	1315 	990 	846 	738 	1058 	3933 b	1609 
A,T,HAZ_NHAZ,A,W013,DE	61 	63 	59 	62 	35 	34 	30 	32 	35 
A,T,HAZ_NHAZ,A,W013,DK	85 	17 	17 	310 	426 	913 	1383 	983 	1068 
A,T,HAZ_NHAZ,A,W013,EE	315 	343 	429 	43 	110 	134 	24 	55 	46 
A,T,HAZ_NHAZ,A,W013,EL	0 	0 	0 	0 	0 	0 	0 	41 	50 
A,T,HAZ_NHAZ,A,W013,ES	13053 	14229 	10262 	12490 	10951 	11503 	13178 	13286 	13406 
A,T,HAZ_NHAZ,A,W013,FI	3000 	11 	223 	0 	13 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W013,FR	75100 	75100 	71800 	66500 	35284 	33511 	33511 e	32669 	35604 
A,T,HAZ_NHAZ,A,W013,HR	50 	65 	31 	38 	223 	176 	163 	136 	108 
A,T,HAZ_NHAZ,A,W013,HU	1342 	445 	406 	423 	430 	399 	330 	346 	404 
A,T,HAZ_NHAZ,A,W013,IE	0 	0 	: 	3813 	2008 	2008 	3960 	4619 	5011 
A,T,HAZ_NHAZ,A,W013,IS	3000 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W013,IT	6030 	6365 	4819 	3747 	5185 	5293 	2567 	1841 	1549 
A,T,HAZ_NHAZ,A,W013,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,A,W013,LT	328 	328 	382 	45 	154 	101 	224 	240 	332 
A,T,HAZ_NHAZ,A,W013,LU	1 	1 	3 	6 	16 	28 	10 	27 	27 
A,T,HAZ_NHAZ,A,W013,LV	225 	285 	250 	249 	33 	386 	536 	69 	707 
A,T,HAZ_NHAZ,A,W013,ME	: 	: 	: 	: 	0 	4 	8 	1 	1 
A,T,HAZ_NHAZ,A,W013,MK	: 	: 	0 	0 	0 	30 	0 	0 	0 
A,T,HAZ_NHAZ,A,W013,MT	0 	0 	0 	0 	3 	2 	1 	4 	3 
A,T,HAZ_NHAZ,A,W013,NL	1582 	1639 	1707 	1685 	1266 	1233 	1067 	924 	1152 
A,T,HAZ_NHAZ,A,W013,NO	770 	855 	769 	696 	818 	1037 	547 	578 	674 
A,T,HAZ_NHAZ,A,W013,PL	3 	3 	2007 	476 	1331 	454 	424 	463 	558 
A,T,HAZ_NHAZ,A,W013,PT	87 	6329 	511 	391 	506 	308 	532 	451 b	490 
A,T,HAZ_NHAZ,A,W013,RO	5272 	5272 	3274 	6882 	3354 	7549 	9961 	9829 	6139 
A,T,HAZ_NHAZ,A,W013,RS	: 	: 	: 	0 	: 	: 	163 	111 	111 
A,T,HAZ_NHAZ,A,W013,SE	3311 	3311 	3311 	3311 	3359 	4113 	4086 	3962 e	3518 e
A,T,HAZ_NHAZ,A,W013,SI	72 	51 	51 	41 	23 	10 	15 	18 	15 
A,T,HAZ_NHAZ,A,W013,SK	900 	582 	586 	469 	452 	938 	476 	935 	525 
A,T,HAZ_NHAZ,A,W013,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W013,UK	36551 	30607 	33936 	31992 	35755 	30434 	28413 	29290 	: 
A,T,HAZ_NHAZ,A,W013,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,A,W02A,AT	151 	63 	81 	2610 	147 	261 	391 	367 	264 
A,T,HAZ_NHAZ,A,W02A,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W02A,BE	40664 	1188 	874 	468 	644 	783 	844 	807 	515 
A,T,HAZ_NHAZ,A,W02A,BG	23 	463 	85 	5 	21 	16 	78 	140 	306 
A,T,HAZ_NHAZ,A,W02A,CY	0 	0 	0 	0 	0 	0 	5 	6 	0 
A,T,HAZ_NHAZ,A,W02A,CZ	2569 	1993 	1615 	2878 	1223 	1629 	1460 	2398 b	2195 
A,T,HAZ_NHAZ,A,W02A,DE	518 	571 	2057 	1004 	336 	463 	945 	1149 	821 
A,T,HAZ_NHAZ,A,W02A,DK	29 	24 	21 	518 	286 	327 	613 	532 	259 
A,T,HAZ_NHAZ,A,W02A,EE	3134 	3520 	5155 	87 	104 	351 	61 	78 	156 
A,T,HAZ_NHAZ,A,W02A,EL	0 	0 	0 	94 	0 	0 	0 	155 	119 
A,T,HAZ_NHAZ,A,W02A,ES	27607 	14226 	14830 	16747 	14524 	17027 	17328 	17890 	17787 
A,T,HAZ_NHAZ,A,W02A,FI	0 	3 	5 	0 	5 	1 	0 	0 	0 
A,T,HAZ_NHAZ,A,W02A,FR	31600 	31600 	26370 	23900 	9389 	9101 	9118 e	9151 	9595 
A,T,HAZ_NHAZ,A,W02A,HR	10 	28 	181 	41 	178 	352 	616 	640 	252 
A,T,HAZ_NHAZ,A,W02A,HU	2303 	392 	358 	1222 	3113 	2136 	6421 	4309 	4442 
A,T,HAZ_NHAZ,A,W02A,IE	0 	0 	: 	30235 	20992 	20992 	20676 	20598 	20598 
A,T,HAZ_NHAZ,A,W02A,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W02A,IT	3324 	26800 	3809 	14310 	7651 	4003 	5022 	4780 	1363 
A,T,HAZ_NHAZ,A,W02A,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,A,W02A,LT	387 	387 	475 	76 	319 	2066 	231 	487 	509 
A,T,HAZ_NHAZ,A,W02A,LU	29 	29 	0 	11 	14 	30 	9 	25 	16 
A,T,HAZ_NHAZ,A,W02A,LV	1766 	140 	249 	166 	7 	399 	12 	27 	715 
A,T,HAZ_NHAZ,A,W02A,ME	: 	: 	: 	: 	2283 	73 	337 	63 	163 
A,T,HAZ_NHAZ,A,W02A,MK	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W02A,MT	0 	0 	0 	0 	0 	0 	1 	0 	0 
A,T,HAZ_NHAZ,A,W02A,NL	4232 	2510 	1584 	2631 	1330 	1341 	1217 	1294 	1362 
A,T,HAZ_NHAZ,A,W02A,NO	133 	281 	538 	763 	583 	439 	488 	554 	1032 
A,T,HAZ_NHAZ,A,W02A,PL	9439 	9439 	448 	2664 	968 	739 	805 	1618 	15375 
A,T,HAZ_NHAZ,A,W02A,PT	5 	145 	167 	102 	49 	82 	154 	289 b	426 
A,T,HAZ_NHAZ,A,W02A,RO	0 	0 	0 	13 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W02A,RS	: 	: 	: 	0 	: 	: 	194 	159 	182 
A,T,HAZ_NHAZ,A,W02A,SE	644 	644 	644 	644 	663 	858 	862 	835 e	808 e
A,T,HAZ_NHAZ,A,W02A,SI	99 	32 	19 	37 	40 	5 	20 	3 	2 
A,T,HAZ_NHAZ,A,W02A,SK	2090 	1956 	825 	909 	333 	457 	529 	776 	553 
A,T,HAZ_NHAZ,A,W02A,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W02A,UK	380359 	172938 	172244 	163248 	158084 	170896 	176161 	174887 	: 
A,T,HAZ_NHAZ,A,W02A,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,A,W032,AT	1 	1 	6 	0 	0 	32 	: c	9 	2 
A,T,HAZ_NHAZ,A,W032,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W032,BE	22387 	4219 	4 	1 	0 	0 	0 	1 	360 
A,T,HAZ_NHAZ,A,W032,BG	0 	0 	63 	2 	0 	372 	0 	255 	202 
A,T,HAZ_NHAZ,A,W032,CY	6626 	0 	0 	0 	15 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,CZ	358 	134 	1253 	536 	486 	169 	372 	380 b	2178 
A,T,HAZ_NHAZ,A,W032,DE	0 	10 	0 	0 	0 	0 	0 	19 	102 
A,T,HAZ_NHAZ,A,W032,DK	1 	1 	2 	54 	79 	42 	261 	216 	982 
A,T,HAZ_NHAZ,A,W032,EE	2 	1 	1 	2 	12 	2 	5 	0 	6 
A,T,HAZ_NHAZ,A,W032,EL	0 	0 	0 	0 	0 	0 	0 	1 	15 
A,T,HAZ_NHAZ,A,W032,ES	5 	0 	3 	1 	1 	182 	100 	100 	100 
A,T,HAZ_NHAZ,A,W032,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,FR	0 	0 	13950 	20344 	2 	20 	28 	36 	59 
A,T,HAZ_NHAZ,A,W032,HR	5 	0 	20 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,HU	31252 	825 	136 	214 	177 	75 	596 	373 	1094 
A,T,HAZ_NHAZ,A,W032,IE	0 	0 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,IS	0 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,IT	4320 	2210 	2339 	1097 	3695 	4105 	6476 	7905 	11066 
A,T,HAZ_NHAZ,A,W032,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,A,W032,LT	0 	0 	0 	0 	34 	0 	0 	0 	1203 
A,T,HAZ_NHAZ,A,W032,LU	0 	0 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,LV	1332 	0 	0 	0 	0 	0 	841 	399 	1015 
A,T,HAZ_NHAZ,A,W032,ME	: 	: 	: 	: 	0 	3 	1 	0 	0 
A,T,HAZ_NHAZ,A,W032,MK	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,NL	54 	203 	55 	196 	44 	65 	71 	792 	75 
A,T,HAZ_NHAZ,A,W032,NO	7 	0 	0 	0 	10 	4 	2 	85 	113 
A,T,HAZ_NHAZ,A,W032,PL	203 	203 	4 	17 	2 	1 	1 	2 	0 
A,T,HAZ_NHAZ,A,W032,PT	0 	0 	21 	1690 	29 	48 	37 	75 b	88 
A,T,HAZ_NHAZ,A,W032,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,RS	: 	: 	: 	0 	: 	: 	3 	0 	5 
A,T,HAZ_NHAZ,A,W032,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W032,SI	0 	0 	0 	1 	0 	0 	0 	1 	: c
A,T,HAZ_NHAZ,A,W032,SK	3540 	11344 	3577 	214 	853 	2072 	4421 	2618 	2300 
A,T,HAZ_NHAZ,A,W032,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W032,UK	0 	0 	0 	0 	69 	49 	217 	108 	: 
A,T,HAZ_NHAZ,A,W032,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,A,W033,AT	: 	: 	: 	77 	0 	3879 	4404 	2785 	3746 
A,T,HAZ_NHAZ,A,W033,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W033,BE	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,BG	: 	: 	: 	0 	0 	0 	5590 	19376 	31007 
A,T,HAZ_NHAZ,A,W033,CY	: 	: 	: 	0 	995 	272 	195 	234 	1130 
A,T,HAZ_NHAZ,A,W033,CZ	: 	: 	: 	8 	0 	18 	7 	: bc	: c
A,T,HAZ_NHAZ,A,W033,DE	: 	: 	: 	0 	1554 	0 	72 	147 	1221 
A,T,HAZ_NHAZ,A,W033,DK	: 	: 	: 	0 	0 	0 	0 	0 	25 
A,T,HAZ_NHAZ,A,W033,EE	: 	: 	: 	0 	0 	5903 	8054 	0 	0 
A,T,HAZ_NHAZ,A,W033,EL	: 	: 	: 	0 	0 	0 	0 	62801 	65072 
A,T,HAZ_NHAZ,A,W033,ES	: 	: 	: 	0 	0 	105 	57 	57 	57 
A,T,HAZ_NHAZ,A,W033,FI	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,FR	: 	: 	: 	6057 	0 	0 	0 	0 	1566 
A,T,HAZ_NHAZ,A,W033,HR	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,HU	: 	: 	: 	71696 	71061 	66744 	9562 	12921 	0 
A,T,HAZ_NHAZ,A,W033,IE	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,IS	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,IT	: 	: 	: 	1624 	35801 	48112 	21980 	3676 	4006 
A,T,HAZ_NHAZ,A,W033,LI	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,A,W033,LT	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,LV	: 	: 	: 	0 	0 	0 	0 	0 	28767 
A,T,HAZ_NHAZ,A,W033,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,MT	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,NL	: 	: 	: 	0 	0 	0 	0 	0 	4208 
A,T,HAZ_NHAZ,A,W033,NO	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,PL	: 	: 	: 	48876 	65554 	0 	0 	0 	734 
A,T,HAZ_NHAZ,A,W033,PT	: 	: 	: 	0 	0 	0 	0 	0 b	0 
A,T,HAZ_NHAZ,A,W033,RO	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,RS	: 	: 	: 	0 	: 	: 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,SE	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,SI	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W033,SK	: 	: 	: 	5 	9 	0 	12296 	13790 	10192 
A,T,HAZ_NHAZ,A,W033,UK	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,A,W033,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,A,W05,AT	0 	6893 	6893 	19200 	20 	22 	14 	0 	0 
A,T,HAZ_NHAZ,A,W05,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W05,BE	10 	15 	156 	323 	275 	275 	275 	276 	284 
A,T,HAZ_NHAZ,A,W05,BG	0 	0 	535 	2 	0 	0 	3 	10 	277 
A,T,HAZ_NHAZ,A,W05,CY	0 	0 	0 	0 	0 	0 	14 	13 	14 
A,T,HAZ_NHAZ,A,W05,CZ	148 	84 	111 	67 	39 	48 	91 	38 b	48 
A,T,HAZ_NHAZ,A,W05,DE	0 	0 	0 	0 	0 	0 	638 	736 	108 
A,T,HAZ_NHAZ,A,W05,DK	3 	2 	3 	7 	5 	8 	11 	10 	11 
A,T,HAZ_NHAZ,A,W05,EE	1596 	1708 	2 	2 	19 	48 	1 	2 	35 
A,T,HAZ_NHAZ,A,W05,EL	0 	0 	0 	0 	0 	0 	0 	0 	2 
A,T,HAZ_NHAZ,A,W05,ES	14350 	12804 	12516 	6298 	5980 	6343 	6810 	6775 	6839 
A,T,HAZ_NHAZ,A,W05,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,FR	300 	300 	300 	0 	0 	219 	210 e	218 	220 
A,T,HAZ_NHAZ,A,W05,HR	0 	0 	0 	0 	23 	17 	7 	8 	8 
A,T,HAZ_NHAZ,A,W05,HU	9107 	6256 	4958 	5431 	4598 	1109 	914 	491 	149 
A,T,HAZ_NHAZ,A,W05,IE	0 	0 	: 	737 	723 	723 	786 	773 	797 
A,T,HAZ_NHAZ,A,W05,IS	3 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,IT	199 	246 	571 	305 	378 	398 	178 	236 	177 
A,T,HAZ_NHAZ,A,W05,LI	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,T,HAZ_NHAZ,A,W05,LT	0 	0 	0 	0 	1 	7 	12 	14 	16 
A,T,HAZ_NHAZ,A,W05,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,LV	0 	0 	0 	0 	0 	4 	0 	7 	5 
A,T,HAZ_NHAZ,A,W05,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,MK	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,NL	35 	0 	0 	13 	15 	17 	1 	0 	1 
A,T,HAZ_NHAZ,A,W05,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,PL	14 	14 	134 	21 	82 	29 	48 	39 	59 
A,T,HAZ_NHAZ,A,W05,PT	0 	12919 	71 	29 	26 	17 	22 	20 b	21 
A,T,HAZ_NHAZ,A,W05,RO	0 	0 	0 	63 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,RS	: 	: 	: 	0 	: 	: 	718 	16 	78 
A,T,HAZ_NHAZ,A,W05,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W05,SI	1 	218 	0 	0 	0 	0 	0 	0 	: c
A,T,HAZ_NHAZ,A,W05,SK	11010 	24038 	40346 	7685 	4535 	3089 	3187 	2949 	2288 
A,T,HAZ_NHAZ,A,W05,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W05,UK	1802 	1797 	1804 	1795 	1489 	1502 	1500 	1509 	: 
A,T,HAZ_NHAZ,A,W05,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,A,W06,AT	1600 	1598 	1192 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,BE	194904 	5821 	10022 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,BG	5709 	2584 	2356 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,CY	119 	119 	118 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,CZ	24211 	17849 	17624 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,DE	996 	645 	507 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,DK	2825 	1940 	2071 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,EE	8279 	7631 	9248 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,EL	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,ES	8703 	5000 	4960 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,FI	2000 	69 	49 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,FR	970 	970 	1000 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,HR	91 	535 	337 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,HU	3162 	3250 	2824 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,IE	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,IS	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,IT	1739 	11212 	15996 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,LI	: 	: 	4 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,LT	25410 	25410 	23772 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,LU	774 	774 	729 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,LV	5039 	2636 	1215 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,MK	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,MT	25 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,NL	10 	3634 	870 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,NO	4503 	252 	277 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,PL	395 	395 	5208 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,PT	617 	486 	5686 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,RO	939 	939 	3635 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,SE	58654 	58654 	58654 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,SI	12472 	282 	520 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,SK	7600 	5334 	16939 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W06,UK	1317 	5225 	1380 	: 	: 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W061,AT	: 	: 	: 	3067 	6261 	6996 	7486 	9341 	8316 
A,T,HAZ_NHAZ,A,W061,BA	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,T,HAZ_NHAZ,A,W061,BE	: 	: 	: 	0 	5205 	5138 	3939 	4385 	6399 
A,T,HAZ_NHAZ,A,W061,BG	: 	: 	: 	3358 	2754 	8751 	1124 	653 	3834 
A,T,HAZ_NHAZ,A,W061,CY	: 	: 	: 	88 	35 	10 	88 	98 	95 
A,T,HAZ_NHAZ,A,W061,CZ	: 	: 	: 	13215 	14413 	53326 	10062 	38706 b	40086 
A,T,HAZ_NHAZ,A,W061,DE	: 	: 	: 	722 	3255 	4543 	2321 	2940 	1378 
A,T,HAZ_NHAZ,A,W061,DK	: 	: 	: 	6856 	526 	689 	641 	1084 	1760 
A,T,HAZ_NHAZ,A,W061,EE	: 	: 	: 	7450 	4638 	2739 	1858 	3693 	2842 
A,T,HAZ_NHAZ,A,W061,EL	: 	: 	: 	0 	0 	0 	0 	161 	242 
A,T,HAZ_NHAZ,A,W061,ES	: 	: 	: 	3032 	2794 	2697 	2959 	2985 	3010 
A,T,HAZ_NHAZ,A,W061,FI	: 	: 	: 	0 	4 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W061,FR	: 	: 	: 	1000 	0 	0 	278 	342 	1070 
A,T,HAZ_NHAZ,A,W061,HR	: 	: 	: 	131 	131 	146 	64 	58 	26 
A,T,HAZ_NHAZ,A,W061,HU	: 	: 	: 	3119 	5526 	3076 	1191 	1513 	2249 
A,T,HAZ_NHAZ,A,W061,IE	: 	: 	: 	0 	5988 	5988 	5601 	6178 	6570 
A,T,HAZ_NHAZ,A,W061,IS	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W061,IT	: 	: 	: 	5878 	4166 	1024 	4969 	1832 	2100 
A,T,HAZ_NHAZ,A,W061,LI	: 	: 	: 	26 	0 	0 	16 	0 	: 
A,T,HAZ_NHAZ,A,W061,LT	: 	: 	: 	13031 	10608 	3573 	4366 	7961 	5069 
A,T,HAZ_NHAZ,A,W061,LU	: 	: 	: 	1832 	0 	0 	45 	47 	47 
A,T,HAZ_NHAZ,A,W061,LV	: 	: 	: 	0 	0 	634 	0 	90 	2141 
A,T,HAZ_NHAZ,A,W061,ME	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W061,MK	: 	: 	: 	0 	1 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W061,MT	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W061,NL	: 	: 	: 	715 	484 	667 	1055 	1876 	1335 
A,T,HAZ_NHAZ,A,W061,NO	: 	: 	: 	0 	262 e	381 e	395 	0 	0 
A,T,HAZ_NHAZ,A,W061,PL	: 	: 	: 	5021 	6621 	6706 	9167 	11837 	87358 
A,T,HAZ_NHAZ,A,W061,PT	: 	: 	: 	2106 	1271 	1176 	1256 	5603 b	3890 
A,T,HAZ_NHAZ,A,W061,RO	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W061,RS	: 	: 	: 	0 	: 	: 	5473 	560 	879 
A,T,HAZ_NHAZ,A,W061,SE	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,T,HAZ_NHAZ,A,W061,SI	: 	: 	: 	555 	155 	42 	79 	362 	171 
A,T,HAZ_NHAZ,A,W061,SK	: 	: 	: 	4432 	3856 	2902 	4918 	2755 	1584 
A,T,HAZ_NHAZ,A,W061,UK	: 	: 	: 	0 	4335 	6712 	7443 	3478 	: 
A,T,HAZ_NHAZ,A,W061,XK	: 	: 	: 	: 	0 	0 	0 	: 	0 
A,T,HAZ_NHAZ,A,W062,AT	: 	: 	: 	77 	152 	260 	336 	1088 	328 
